Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1975,1975,°C,-0.435,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1976,1976,°C,-0.958,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1977,1977,°C,0.212,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1978,1978,°C,0.384,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1979,1979,°C,0.717,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1980,1980,°C,0.243,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1981,1981,°C,0.243,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1982,1982,°C,-0.453,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1983,1983,°C,0.382,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1984,1984,°C,-0.325,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1985,1985,°C,-0.769,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1986,1986,°C,-0.125,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1987,1987,°C,0.337,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1988,1988,°C,-0.185,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1989,1989,°C,-0.01,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1990,1990,°C,0.553,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1991,1991,°C,-0.157,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1992,1992,°C,-0.557,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1993,1993,°C,-0.479,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1994,1994,°C,0.003,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1995,1995,°C,0.215,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1996,1996,°C,-0.886,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1997,1997,°C,0.277,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1998,1998,°C,1.442,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1999,1999,°C,0.812,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,2000,2000,°C,-0.139,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,2001,2001,°C,0.87,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,2002,2002,°C,0.68,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,2003,2003,°C,0.747,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,2004,2004,°C,0.852,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,2005,2005,°C,0.99,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,2006,2006,°C,0.071,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,2007,2007,°C,1.328,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,2008,2008,°C,0.142,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,2009,2009,°C,0.403,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,2010,2010,°C,0.978,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,2011,2011,°C,0.562,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,2012,2012,°C,0.365,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,2013,2013,°C,0.539,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,2014,2014,°C,0.606,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,2015,2015,°C,1.784,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,2016,2016,°C,2.095,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,2017,2017,°C,1.34,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,2018,2018,°C,0.788,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,2019,2019,°C,0.772,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,2020,2020,°C,1.183,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,2021,2021,°C,1.188,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1961,1961,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1962,1962,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1963,1963,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1964,1964,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1965,1965,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1966,1966,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1967,1967,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1968,1968,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1969,1969,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1970,1970,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1971,1971,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1972,1972,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1973,1973,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1974,1974,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1975,1975,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1976,1976,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1977,1977,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1978,1978,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1979,1979,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1980,1980,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1981,1981,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1982,1982,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1983,1983,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1984,1984,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1985,1985,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1986,1986,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1987,1987,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1988,1988,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1989,1989,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1990,1990,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1991,1991,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1992,1992,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1993,1993,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1994,1994,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1995,1995,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1996,1996,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1997,1997,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1998,1998,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,1999,1999,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,2000,2000,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,2001,2001,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,2002,2002,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,2003,2003,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,2004,2004,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,2005,2005,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,2006,2006,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,2007,2007,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,2008,2008,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,2009,2009,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,2010,2010,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,2011,2011,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,2012,2012,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,2013,2013,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,2014,2014,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,2015,2015,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,2016,2016,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,2017,2017,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,2018,2018,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,2019,2019,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,2020,2020,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7019,Sep–Oct–Nov,2021,2021,°C,0.503,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7020,Meteorological year,1961,1961,°C,0.003,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7020,Meteorological year,1962,1962,°C,-0.021,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7020,Meteorological year,1963,1963,°C,0.419,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7020,Meteorological year,1964,1964,°C,-0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7020,Meteorological year,1965,1965,°C,-0.357,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7020,Meteorological year,1966,1966,°C,-0.213,Fc,Calculated data
